1533810553,"&gt; called me a cultist for almost an entire decade

&gt;may be the most important moment that I'll experience in my life

I'm a huge Tesla, SpaceX and Musk fan, but to say something like this last bit could come off as just a little cultist :)",1
1533810550,"&gt;That's wrong: the total size of long positions is 127% of the float.

The number of shares that exist has not changed.

&gt;Yeah, here you are demonstrating that you don't know how shorting works and what effects it has on a stock: 

Read maybe two sentences further and you will see that I clearly acknowledged that short interest can be higher than 100%. Here, I'll copy and paste it for you so that you don't even have to scroll up:

&gt;An additional 27% of the float can be owed, obviously

Shorting does not create additional stock. This is an accounting fiction.",1
1533810549,"Wow, take a deep breath, I'm not accusing you of anything. Just relax, ok ?

Jesus...",1
1533815400,Looks like you pasted in the wrong link.,1
1533815378,I could easily do that with things like a CAT scan. Why can't you prove Santa doesn't exist?,1
1533815361,"he never said he wanted to. he said he would rather give it to him than a charity. also, 47b isnt nearly enough and page wouldnt tie up all his money on a company that has like a 20 year horizon.",1
1533815286,"True story, I'm leaving on a road trip tomorrow.  Do you think Tesla will push the trial to me?",1
1533815283,"&gt;Because the deal is not finalized, and Elon never said it was.

Musk stated publicly that the only reason the buyout isn't certain is that it has to be voted on by shareholders first.",1
1533815230,Prove you have a functioning brain.,1
1533815218,Don't they need like 51% to control the vote? I think Musk has 20% so they need like another 31% of mixed buyouts and shareholders who agree with him.,1
1533815198,"Legally he would be required to show that they actually have reliable 100% funding to do so before making any announcement.

It's not about ""I was thinking of doing it"", it's about it being a 100% intent, planned and likely.  Otherwise you can say things like that whenever you want to manipulate the share price.",1
1533815186,"Because the deal is not finalized, and Elon never said it was. 

The only requirement from Musk vis-a-vis public disclosure is that he is truthful, i.e. has a reasonable basis to believe what he says is true. 

Things change during final negotiations. It is to be expected. For example, one of the major shareholders may come up with a new demand (say they want to increase their position by 50%).

So if Elon has a handshake with a strategic investor at 420, and has discussed this with enough of the current shareholders, that's good enough to win every lawsuit.
",1
1533815154,"The buyout won't happen for, say, twelve months. You want money now. Why would I give you $420 for a commodity which will be worth exactly the same in twelve months rather than something which will be more likely to increase in value?",1
1533815894,"&gt;I would assume after Q3 earnings call if Tesla is profitable.

Next year at the earliest. There's no way it happens in three months.",1
1533815951,"He didnt claim Santa doesnt exist. You made a claim, now prove it.",1
1533815218,Don't they need like 51% to control the vote? I think Musk has 20% so they need like another 31% of mixed buyouts and shareholders who agree with him.,1
1533815230,Prove you have a functioning brain.,1
1533816120,"&gt; What are everyone's thoughts on when Tesla may go private?

My guess is this will happen once the Tesla board and the top 10 institutional holders agree on a buyout proposal. Here's the voting math:

- 25.31% of Tesla Shares is Held by All Insider
- 39.60% of Tesla Shares is held by Top Ten Institutional Holders
- 64.91% Total

If the board, all insiders and the top 10 institutional investors communicate their agreement publicly, then majority shareholder approval is a 99.999% done deal and the price will almost immediately jump very close to $420.

At that point:

- everyone who doesn't want to be part of the deal (or cannot hold private shares) will have an incentive to sell at prices above $420
- everyone who wants to become part of the Tesla story will be willing to pay a premium to get ownership.

This will reliably drive the price above $420 and will exchange every unwilling shareholder for a willing shareholder.

I.e. in the end, if there's enough people on the whole planet who want to be part of the Tesla story for 5-10 glorious years, the deal could easily cost less than 10 billion dollars.

They could also arbitrarily delay the shareholder vote to allow more people to jump on board, which would reduce the buyout price.

Whoever came up with this scheme is a financial genius.

Oh, and the TSLA shorts are *truly* screwed.
",1
1533816119,"Time-wise, this seems like the most realistic. The only problem is that if Q3 earnings numbers are **too** good, then $420 will seem even more undervalued after Q3 earnings release.

Even if the numbers aren't **that** good -- showing any sort of profitability in Q3 and credibility for higher profits in Q4 may still make $420 seem a bit on the lower side, particularly than it is now when there's still a bit of shroud of uncertainty over what Q3 and Q4 will bring.",1
1533816171,No the SEC would *never allow this*.  The only reason they raised the cap from 500 to 2000 external shareholders was due to the FB explosion - and even that rule change is still hugely controversial.  If you want to have external shareholders you must be in the public market.,1
1533816120,"&gt; What are everyone's thoughts on when Tesla may go private?

My guess is this will happen once the Tesla board and the top 10 institutional holders agree on a buyout proposal. Here's the voting math:

- 25.31% of Tesla Shares is Held by All Insider
- 39.60% of Tesla Shares is held by Top Ten Institutional Holders
- 64.91% Total

If the board, all insiders and the top 10 institutional investors communicate their agreement publicly, then majority shareholder approval is a 99.999% done deal and the price will almost immediately jump very close to $420.

At that point:

- everyone who doesn't want to be part of the deal (or cannot hold private shares) will have an incentive to sell at prices above $420
- everyone who wants to become part of the Tesla story will be willing to pay a premium to get ownership.

This will reliably drive the price above $420 and will exchange every unwilling shareholder for a willing shareholder.

I.e. in the end, if there's enough people on the whole planet who want to be part of the Tesla story for 5-10 glorious years, the deal could easily cost less than 10 billion dollars.

They could also arbitrarily delay the shareholder vote to allow more people to jump on board, which would reduce the buyout price.

Whoever came up with this scheme is a financial genius.

Oh, and the TSLA shorts are *truly* screwed.
",1
1533816322,Who cares if the investor exists or who he is? I don't really care who is paying $420 for my shares as long as someone is.,1
1533816306,I don't care about money now.  I want to understand the factors that are causing a devation from a very rare to have reference point.,1
1533816403,"You really think they're going to have financial problems to the point of delayed deliveries/production and that's not going to leak? 

Please... Just no.

Bank transactions for charges, maybe, but that's not going to impact the financials in a way that's going to be an investor concern.",1
1533816379,I have my doubts you did. Would you rather buy all available shares at a fixed price or take ages to buy them at steadily increasing prices?,1
1533816692,"Absolutely accurate.  

They do not see gas savings, they do not see insurance savings.....they simply see the future and the potential.",1
1533816679,"And one of those factors is the time value of money. If the most that is guaranteed from buying into TSLA right now is 420, then buying TSLA at 420 now is relatively worse than buying, say, an index fund that covers the S&amp;P500, since that's almost certainly going to increase over time, whereas TSLA at 420 has already reached its ceiling. So people don't buy it at 420, or 419, or *etc* until we get to where it's currently sitting at 369.",1
